1,0,0,S,-0.785398163,-45.53031421,-0.090295101,-45.53031421,-0.090295101,0.50999999,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.698131701,-40.60838428,-0.090295101,-40.60838428,-0.090295101,0.519999981,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.610865238,-35.51065893,-0.090295101,-35.51065893,-0.090295101,0.50999999,0.340000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.523598776,-30.58872899,-0.090295101,-30.58872899,-0.090295101,0.50999999,0.340000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.436332313,-25.57889452,-0.090295101,-25.57889452,-0.090295101,0.50999999,0.379999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.34906585,-20.5690737,-0.090295101,-20.5690737,-0.090295101,0.50999999,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.261799388,-15.55923923,-0.090295101,-15.55923923,-0.090295101,0.519999981,0.48999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.174532925,-10.54941842,-0.090295101,-10.54941842,-0.090295101,0.50999999,0.280000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,-0.087266463,-5.539583945,-0.178185975,-5.539583945,-0.090295101,0.519999981,0.299999982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0,-0.529749472,-0.090295101,-0.529749472,-0.090295101,0.519999981,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.087266463,4.831634838,-0.090295101,4.831634838,-0.090295101,0.50999999,0.280000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.174532925,9.40201494,-0.090295101,9.40201494,-0.178185975,0.519999981,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.261799388,15.11497641,-0.090295101,15.11497641,-0.090295101,0.5,0.48999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.34906585,19.5095611,-0.090295101,19.5095611,-0.090295101,0.50999999,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.436332313,24.51938191,-0.090295101,24.51938191,-0.090295101,0.50999999,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.523598776,29.61710726,-0.090295101,29.61710726,-0.090295101,0.50999999,0.519999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.610865238,34.71483261,-0.090295101,34.71483261,-0.090295101,0.50999999,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.698131701,39.81254429,-0.090295101,39.81254429,-0.090295101,0.479999989,0.370000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,S,0.785398163,44.64659702,-0.090295101,44.64659702,-0.090295101,0.50999999,0.310000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.785398163,-45.61820509,-0.090295101,-45.61820509,-0.090295101,0.239999995,0.469999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.698131701,-40.60838428,-0.090295101,-40.60838428,-0.090295101,0.299999982,0.469999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.610865238,-35.5985498,-0.090295101,-35.5985498,-0.090295101,0.280000001,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.523598776,-30.58872899,-0.090295101,-30.58872899,-0.090295101,0.280000001,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.436332313,-25.57889452,-0.090295101,-25.57889452,-0.090295101,0.280000001,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.34906585,-20.5690737,-0.090295101,-20.5690737,-0.178185975,0.299999982,0.479999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.261799388,-15.29556661,-0.178185975,-15.38345748,-0.178185975,0.299999982,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.174532925,-10.54941842,-0.090295101,-10.54941842,-0.090295101,0.299999982,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,-0.087266463,-5.539583945,-0.090295101,-5.627474819,-0.090295101,0.310000002,0.479999989,-0.032177806,0.049327359,0.091343448,0.091343448,68,0,0,0,0,0,"[1550684790, 416967]",1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,S,0,-0.617640346,-0.090295101,-0.529749472,-0.090295101,0.280000001,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
